2020-01-01;06:19;08:36;12:18;13:42;15:57;17:23
2020-01-02;06:19;08:36;12:19;13:43;15:58;17:24
2020-01-03;06:19;08:36;12:19;13:44;15:59;17:25
2020-01-04;06:19;08:35;12:20;13:46;16:00;17:26
2020-01-05;06:19;08:35;12:20;13:47;16:02;17:27
;;;;;;
2020-01-06;06:18;08:34;12:21;13:48;16:03;17:28
2020-01-07;06:18;08:34;12:21;13:49;16:05;17:30
2020-01-08;06:18;08:33;12:21;13:50;16:06;17:31
2020-01-09;06:17;08:32;12:22;13:51;16:08;17:32
2020-01-10;06:17;08:32;12:22;13:53;16:09;17:34
;;;;;;
2020-01-11;06:16;08:31;12:23;13:54;16:11;17:35
2020-01-12;06:16;08:30;12:23;13:55;16:13;17:36
2020-01-13;06:15;08:29;12:23;13:57;16:15;17:38
2020-01-14;06:15;08:28;12:24;13:58;16:16;17:39
2020-01-15;06:14;08:27;12:24;13:59;16:18;17:41
;;;;;;
2020-01-16;06:13;08:26;12:25;14:01;16:20;17:42
2020-01-17;06:12;08:24;12:25;14:02;16:22;17:44
2020-01-18;06:12;08:23;12:25;14:04;16:24;17:45
2020-01-19;06:11;08:22;12:26;14:05;16:26;17:47
2020-01-20;06:10;08:21;12:26;14:07;16:28;17:49
;;;;;;
2020-01-21;06:09;08:19;12:26;14:08;16:30;17:50
2020-01-22;06:08;08:18;12:26;14:10;16:32;17:52
2020-01-23;06:07;08:16;12:27;14:11;16:34;17:54
2020-01-24;06:05;08:15;12:27;14:13;16:36;17:55
2020-01-25;06:04;08:13;12:27;14:15;16:38;17:57
;;;;;;
2020-01-26;06:03;08:11;12:27;14:16;16:40;17:59
2020-01-27;06:02;08:10;12:27;14:18;16:42;18:01
2020-01-28;06:00;08:08;12:28;14:19;16:44;18:02
2020-01-29;05:59;08:06;12:28;14:21;16:46;18:04
2020-01-30;05:58;08:05;12:28;14:23;16:48;18:06
;;;;;;
2020-01-31;05:56;08:03;12:28;14:24;16:50;18:08
2020-02-01;05:55;08:01;12:28;14:26;16:52;18:10
2020-02-02;05:53;07:59;12:28;14:27;16:55;18:11
2020-02-03;05:52;07:57;12:29;14:29;16:57;18:13
2020-02-04;05:50;07:55;12:29;14:31;16:59;18:15
;;;;;;
2020-02-05;05:48;07:53;12:29;14:32;17:01;18:17
2020-02-06;05:47;07:51;12:29;14:34;17:03;18:19
2020-02-07;05:45;07:49;12:29;14:36;17:05;18:21
2020-02-08;05:43;07:47;12:29;14:37;17:07;18:23
2020-02-09;05:41;07:45;12:29;14:39;17:10;18:25
;;;;;;
2020-02-10;05:40;07:43;12:29;14:41;17:12;18:27
2020-02-11;05:38;07:41;12:29;14:42;17:14;18:29
2020-02-12;05:36;07:39;12:29;14:44;17:16;18:30
2020-02-13;05:34;07:36;12:29;14:46;17:18;18:32
2020-02-14;05:32;07:34;12:29;14:47;17:20;18:34
;;;;;;
2020-02-15;05:30;07:32;12:29;14:49;17:23;18:36
2020-02-16;05:28;07:30;12:29;14:50;17:25;18:38
2020-02-17;05:26;07:27;12:29;14:52;17:27;18:40
2020-02-18;05:24;07:25;12:29;14:54;17:29;18:42
2020-02-19;05:21;07:23;12:29;14:55;17:31;18:44
;;;;;;
2020-02-20;05:19;07:20;12:28;14:57;17:33;18:46
2020-02-21;05:17;07:18;12:28;14:58;17:35;18:48
2020-02-22;05:15;07:16;12:28;15:00;17:38;18:50
2020-02-23;05:12;07:13;12:28;15:01;17:40;18:52
2020-02-24;05:10;07:11;12:28;15:03;17:42;18:54
;;;;;;
2020-02-25;05:08;07:09;12:28;15:05;17:44;18:56
2020-02-26;05:05;07:06;12:28;15:06;17:46;18:58
2020-02-27;05:03;07:04;12:27;15:08;17:48;19:00
2020-02-28;05:00;07:01;12:27;15:09;17:50;19:02
2020-03-01;04:58;06:59;12:27;15:11;17:52;19:04
;;;;;;
2020-03-02;04:55;06:56;12:27;15:12;17:54;19:06
2020-03-03;04:53;06:54;12:27;15:14;17:57;19:08
2020-03-04;04:50;06:51;12:26;15:15;17:59;19:10
2020-03-05;04:48;06:49;12:26;15:16;18:01;19:12
2020-03-06;04:45;06:46;12:26;15:18;18:03;19:15
;;;;;;
2020-03-07;04:42;06:44;12:26;15:19;18:05;19:17
2020-03-08;04:40;06:41;12:25;15:21;18:07;19:19
2020-03-09;04:37;06:39;12:25;15:22;18:09;19:21
2020-03-10;04:34;06:36;12:25;15:23;18:11;19:23
2020-03-11;04:31;06:33;12:25;15:25;18:13;19:25
;;;;;;
2020-03-12;04:29;06:31;12:24;15:26;18:15;19:27
2020-03-13;04:26;06:28;12:24;15:28;18:17;19:29
2020-03-14;04:23;06:26;12:24;15:29;18:19;19:31
2020-03-15;04:20;06:23;12:24;15:30;18:21;19:34
2020-03-16;04:17;06:20;12:23;15:32;18:23;19:36
;;;;;;
2020-03-17;04:14;06:18;12:23;15:33;18:25;19:38
2020-03-18;04:11;06:15;12:23;15:34;18:27;19:40
2020-03-19;04:08;06:13;12:22;15:35;18:29;19:42
2020-03-20;04:05;06:10;12:22;15:37;18:31;19:44
2020-03-21;04:02;06:07;12:22;15:38;18:33;19:47
;;;;;;
2020-03-22;03:59;06:05;12:22;15:39;18:35;19:49
2020-03-23;03:56;06:02;12:21;15:40;18:37;19:51
2020-03-24;03:53;06:00;12:21;15:42;18:39;19:53
2020-03-25;03:50;05:57;12:21;15:43;18:41;19:56
2020-03-26;03:46;05:54;12:20;15:44;18:43;19:58
;;;;;;
2020-03-27;03:43;05:52;12:20;15:45;18:45;20:00
2020-03-28;03:40;05:49;12:20;15:46;18:47;20:02
2020-03-29;03:37;05:47;12:19;15:47;18:49;20:05
2020-03-30;03:33;05:44;12:19;15:49;18:52;20:07
2020-03-31;04:30;06:41;13:19;16:50;19:54;21:09
;;;;;;
2020-04-01;04:26;06:39;13:19;16:51;19:56;21:12
2020-04-02;04:23;06:36;13:18;16:52;19:58;21:14
2020-04-03;04:19;06:34;13:18;16:53;20:00;21:17
2020-04-04;04:16;06:31;13:18;16:54;20:02;21:19
2020-04-05;04:12;06:28;13:17;16:55;20:04;21:21
;;;;;;
2020-04-06;04:09;06:26;13:17;16:56;20:06;21:24
2020-04-07;04:05;06:23;13:17;16:57;20:08;21:26
2020-04-08;04:01;06:21;13:17;16:58;20:10;21:29
2020-04-09;03:58;06:18;13:16;16:59;20:12;21:31
2020-04-10;03:54;06:16;13:16;17:00;20:14;21:34
;;;;;;
2020-04-11;03:50;06:13;13:16;17:01;20:16;21:36
2020-04-12;03:46;06:11;13:15;17:02;20:18;21:39
2020-04-13;03:42;06:08;13:15;17:03;20:20;21:42
2020-04-14;03:38;06:06;13:15;17:04;20:22;21:44
2020-04-15;03:34;06:03;13:15;17:05;20:24;21:47
;;;;;;
2020-04-16;03:30;06:01;13:14;17:06;20:26;21:50
2020-04-17;03:26;05:58;13:14;17:07;20:28;21:52
2020-04-18;03:21;05:56;13:14;17:08;20:30;21:55
2020-04-19;03:17;05:53;13:14;17:09;20:32;21:58
2020-04-20;03:12;05:51;13:14;17:10;20:34;22:01
;;;;;;
2020-04-21;03:08;05:48;13:13;17:11;20:36;22:03
2020-04-22;03:03;05:46;13:13;17:12;20:38;22:06
2020-04-23;02:58;05:43;13:13;17:13;20:40;22:09
2020-04-24;02:53;05:41;13:13;17:14;20:42;22:12
2020-04-25;02:48;05:39;13:13;17:15;20:44;22:15
;;;;;;
2020-04-26;02:42;05:36;13:12;17:16;20:46;22:18
2020-04-27;02:37;05:34;13:12;17:17;20:48;22:21
2020-04-28;02:31;05:32;13:12;17:17;20:50;22:24
2020-04-29;02:25;05:29;13:12;17:18;20:52;22:27
2020-04-30;02:18;05:27;13:12;17:19;20:54;22:30
;;;;;;
2020-05-01;02:10;05:25;13:12;17:20;20:56;22:33
2020-05-02;02:02;05:23;13:12;17:21;20:58;22:36
2020-05-03;01:53;05:21;13:12;17:22;21:00;22:39
2020-05-04;01:41;05:18;13:11;17:22;21:02;22:43
2020-05-05;01:24;05:16;13:11;17:23;21:04;22:46
;;;;;;
2020-05-06;01:06;05:14;13:11;17:24;21:06;22:47
2020-05-07;01:06;05:12;13:11;17:25;21:08;22:47
2020-05-08;01:06;05:10;13:11;17:26;21:10;22:47
2020-05-09;01:06;05:08;13:11;17:26;21:12;22:47
2020-05-10;01:06;05:06;13:11;17:27;21:14;22:47
;;;;;;
2020-05-11;01:06;05:04;13:11;17:28;21:16;22:48
2020-05-12;01:06;05:02;13:11;17:29;21:17;22:48
2020-05-13;01:06;05:00;13:11;17:29;21:19;22:48
2020-05-14;10:05;10:06;10:08;10:10;10:12;10:14
2020-05-15;01:07;04:56;13:11;17:31;21:23;22:49
;;;;;;
2020-05-16;01:07;04:55;13:11;17:32;21:25;22:49
2020-05-17;01:07;04:53;13:11;17:32;21:27;22:49
2020-05-18;01:07;04:51;13:11;17:33;21:28;22:49
2020-05-19;01:07;04:49;13:11;17:34;21:30;22:49
2020-05-20;01:07;04:48;13:11;17:34;21:32;22:50
;;;;;;
2020-05-21;01:07;04:46;13:11;17:35;21:34;22:50
2020-05-22;01:07;04:44;13:11;17:36;21:35;22:50
2020-05-23;01:07;04:43;13:11;17:36;21:37;22:50
2020-05-24;01:08;04:41;13:12;17:37;21:39;22:51
2020-05-25;01:08;04:40;13:12;17:38;21:40;22:51
;;;;;;
2020-05-26;01:08;04:39;13:12;17:38;21:42;22:51
2020-05-27;01:08;04:37;13:12;17:39;21:43;22:51
2020-05-28;01:08;04:36;13:12;17:40;21:45;22:51
2020-05-29;01:08;04:35;13:12;17:40;21:46;22:52
2020-05-30;01:08;04:34;13:12;17:41;21:48;22:52
;;;;;;
2020-05-31;01:08;04:32;13:12;17:41;21:49;22:52
2020-06-01;01:08;04:31;13:13;17:42;21:51;22:52
2020-06-02;01:09;04:30;13:13;17:42;21:52;22:53
2020-06-03;01:09;04:29;13:13;17:43;21:53;22:53
2020-06-04;01:09;04:29;13:13;17:43;21:54;22:53
;;;;;;
2020-06-05;01:09;04:28;13:13;17:44;21:55;22:53
2020-06-06;01:09;04:27;13:13;17:44;21:57;22:53
2020-06-07;01:09;04:26;13:14;17:45;21:58;22:54
2020-06-08;01:09;04:26;13:14;17:45;21:59;22:54
2020-06-09;01:09;04:25;13:14;17:46;22:00;22:54
;;;;;;
2020-06-10;01:09;04:24;13:14;17:46;22:00;22:54
2020-06-11;01:10;04:24;13:14;17:47;22:01;22:55
2020-06-12;01:10;04:23;13:15;17:47;22:02;22:55
2020-06-13;01:10;04:23;13:15;17:47;22:03;22:55
2020-06-14;01:10;04:23;13:15;17:48;22:03;22:55
;;;;;;
2020-06-15;01:10;04:23;13:15;17:48;22:04;22:55
2020-06-16;01:10;04:23;13:15;17:48;22:05;22:56
2020-06-17;01:10;04:22;13:16;17:49;22:05;22:56
2020-06-18;01:10;04:22;13:16;17:49;22:05;22:56
2020-06-19;01:10;04:22;13:16;17:49;22:06;22:56
;;;;;;
2020-06-20;01:11;04:23;13:16;17:49;22:06;22:57
2020-06-21;01:11;04:23;13:17;17:50;22:06;22:57
2020-06-22;01:11;04:23;13:17;17:50;22:06;22:57
2020-06-23;01:11;04:23;13:17;17:50;22:06;22:57
2020-06-24;01:11;04:24;13:17;17:50;22:07;22:56
;;;;;;
2020-06-25;01:11;04:24;13:17;17:50;22:06;22:56
2020-06-26;01:11;04:25;13:18;17:50;22:06;22:56
2020-06-27;01:11;04:25;13:18;17:50;22:06;22:56
2020-06-28;01:11;04:26;13:18;17:50;22:06;22:55
2020-06-29;01:12;04:26;13:18;17:50;22:06;22:55
;;;;;;
2020-06-30;01:12;04:27;13:18;17:50;22:05;22:55
2020-07-01;01:12;04:28;13:19;17:50;22:05;22:55
2020-07-02;01:12;04:29;13:19;17:50;22:04;22:55
2020-07-03;01:12;04:30;13:19;17:50;21:57;22:54
2020-07-04;01:12;04:31;13:19;17:50;21:57;22:54
;;;;;;
2020-07-05;01:12;04:32;13:19;17:50;21:57;22:54
2020-07-06;01:12;04:33;13:19;17:50;21:57;22:54
2020-07-07;01:12;04:34;13:20;17:50;21:57;22:53
2020-07-08;01:13;04:35;13:20;17:50;21:57;22:53
2020-07-09;01:13;04:36;13:20;17:49;21:57;22:53
;;;;;;
2020-07-10;01:13;04:38;13:20;17:49;21:57;22:53
2020-07-11;01:13;04:39;13:20;17:49;21:57;22:53
2020-07-12;01:13;04:40;13:20;17:49;21:56;22:52
2020-07-13;01:13;04:42;13:20;17:48;21:55;22:52
2020-07-14;01:13;04:43;13:21;17:48;21:53;22:52
;;;;;;
2020-07-15;01:13;04:44;13:21;17:48;21:52;22:52
2020-07-16;01:13;04:46;13:21;17:47;21:51;22:51
2020-07-17;01:14;04:47;13:21;17:47;21:49;22:51
2020-07-18;01:14;04:49;13:21;17:46;21:48;22:51
2020-07-19;01:14;04:51;13:21;17:46;21:46;22:51
;;;;;;
2020-07-20;01:14;04:52;13:21;17:45;21:45;22:51
2020-07-21;01:14;04:54;13:21;17:45;21:43;22:50
2020-07-22;01:14;04:55;13:21;17:44;21:42;22:50
2020-07-23;01:14;04:57;13:21;17:44;21:40;22:50
2020-07-24;01:14;04:59;13:21;17:43;21:38;22:50
;;;;;;
2020-07-25;01:14;05:01;13:21;17:42;21:37;22:49
2020-07-26;01:15;05:02;13:21;17:42;21:35;22:49
2020-07-27;01:15;05:04;13:21;17:41;21:33;22:49
2020-07-28;01:15;05:06;13:21;17:40;21:31;22:49
2020-07-29;01:15;05:08;13:21;17:40;21:29;22:49
;;;;;;
2020-07-30;01:15;05:09;13:21;17:39;21:28;22:48
2020-07-31;01:15;05:11;13:21;17:38;21:26;22:48
2020-08-01;01:15;05:13;13:21;17:37;21:24;22:48
